sgRNA	Gene	Reads
HGLibA_60826	hsa-mir-4677	107
HGLibA_46538	SPATC1	188
HGLibA_59477	hsa-mir-381	151
HGLibA_63755	hsa-mir-6893	171
HGLibA_44216	SIRT1	225
HGLibA_61697	hsa-mir-5195	209
HGLibA_51993	TSR1	375
HGLibA_64437	NonTargetingControlGuideForHuman_0054	326
HGLibA_63511	hsa-mir-6833	84
HGLibA_09378	CHCHD6	78
HGLibA_47600	STRN4	65
HGLibA_31298	NCF2	49
HGLibA_41483	RNF121	396
HGLibA_03910	AVPR2	58
HGLibA_63699	hsa-mir-6879	168
HGLibA_34710	OSTF1	72
HGLibA_31969	NIPBL	561
HGLibA_42620	SAAL1	166
HGLibA_33214	OAZ1	560
HGLibA_00418	ACD	107
HGLibA_23071	IL2	178
HGLibA_27647	LUZP6	186
HGLibA_18416	GADD45A	299
HGLibA_15133	ENKD1	280
HGLibA_52033	TSTD2	247
HGLibA_29345	MKNK2	486
HGLibA_43662	SETD8	87
HGLibA_23358	INPP5J	155
HGLibA_46038	SNX14	128
HGLibA_38899	PRSS1	707
HGLibA_48477	TBC1D13	72
HGLibA_60634	hsa-mir-4632	180
HGLibA_63852	hsa-mir-7156	429
HGLibA_45163	SLC44A3	49
HGLibA_04151	BAP1	137
HGLibA_25974	LAMC3	68
HGLibA_26654	LLPH	456
HGLibA_20397	GSC	485
HGLibA_08406	CD52	105
HGLibA_20843	HAPLN2	14
HGLibA_18388	GABRG1	122
HGLibA_03586	ATP1A3	237
HGLibA_26332	LETM1	172
HGLibA_00229	ABHD1	144
HGLibA_48777	TCF23	277
HGLibA_48397	TAS2R39	259
HGLibA_02430	APLF	209
HGLibA_14006	DSCR3	137
HGLibA_50122	TMEM185B	147
HGLibA_60751	hsa-mir-4660	20
HGLibA_62687	hsa-mir-6134	194
HGLibA_11595	CTCF	306
HGLibA_30835	MYO1F	546
HGLibA_27108	LPO	139
HGLibA_63147	hsa-mir-6748	261
HGLibA_07294	CASP1	187
HGLibA_19463	GNAO1	355
HGLibA_45892	SNAPC2	123
HGLibA_42400	RTN2	510
HGLibA_32975	NUDT3	433
HGLibA_36151	PFDN6	93
HGLibA_30466	MTRF1	240
HGLibA_63610	hsa-mir-6859-1	74
HGLibA_57767	hsa-mir-1324	39
HGLibA_00577	ACSM3	429
HGLibA_63355	hsa-mir-6794	103
HGLibA_27649	LXN	450
HGLibA_39566	PTTG1IP	226
HGLibA_47021	SRPK2	205
HGLibA_47373	STARD7	171
HGLibA_40394	RASSF8	354
HGLibA_26774	LOC100130301	256
HGLibA_44696	SLC25A29	409
HGLibA_51871	TSKS	96
HGLibA_20559	GTF2H4	71
HGLibA_65018	NonTargetingControlGuideForHuman_0635	343
HGLibA_46866	SPSB3	244
HGLibA_36527	PID1	412
HGLibA_27634	LURAP1L	15
HGLibA_02594	AQP3	322
HGLibA_28781	MED23	814
HGLibA_01069	ADRM1	567
HGLibA_07905	CCDC87	83
HGLibA_25692	KRTAP2-3	103
HGLibA_22657	IFNA1	83
HGLibA_08374	CD3EAP	156
HGLibA_39940	RAB40C	371
HGLibA_13190	DHX36	237
HGLibA_11065	CRAT	311
HGLibA_41780	RORC	54
HGLibA_50929	TNS4	229
HGLibA_25072	KLF4	126
HGLibA_47334	STAM2	191
HGLibA_08525	CDC23	279
HGLibA_53523	VARS	200
HGLibA_48497	TBC1D20	77
HGLibA_10958	CPNE3	250
HGLibA_61079	hsa-mir-4745	85
HGLibA_10208	CMTM1	132
HGLibA_38738	PRPF40B	50
HGLibA_26873	LOC100652824	415
HGLibA_11089	CREB3	66
HGLibA_53566	VCAM1	11
HGLibA_07902	CCDC86	171
HGLibA_64309	hsa-mir-934	133
HGLibA_47725	SULF1	272
HGLibA_57011	ZSCAN25	127
HGLibA_24572	KHDRBS3	63
HGLibA_63564	hsa-mir-6848	208
HGLibA_58749	hsa-mir-3167	182
HGLibA_05823	C1orf204	50
HGLibA_35932	PDPK1	423
HGLibA_40520	RBM26	478
HGLibA_38365	PRDM10	313
HGLibA_43257	SEC61G	616
HGLibA_00866	ADAP2	135
HGLibA_08181	CCRN4L	345
HGLibA_50424	TMEM50A	134
HGLibA_28583	MCF2L2	156
HGLibA_01825	AMPD2	295
HGLibA_09854	CLDN11	161
HGLibA_07436	CBWD3	214
HGLibA_27716	LYPD2	326
HGLibA_60222	hsa-mir-4454	145
HGLibA_40743	RDH14	137
HGLibA_17542	FITM2	323
HGLibA_12446	DCAF4L2	256
HGLibA_14069	DTNBP1	231
HGLibA_23398	INSM2	285
HGLibA_22803	IGF2BP2	85
HGLibA_11948	CXorf57	444
HGLibA_30499	MTSS1L	281
HGLibA_09362	CHCHD10	273
HGLibA_36554	PIGG	202
HGLibA_42806	SBNO1	90
HGLibA_14075	DTWD2	176
HGLibA_47819	SUPT5H	221
HGLibA_05820	C1orf198	178
HGLibA_20213	GRAP	125
HGLibA_02339	AP3S2	185
HGLibA_44213	SIRPG	113
HGLibA_16245	FAM168A	44
HGLibA_61365	hsa-mir-491	140
HGLibA_11459	CST5	224
HGLibA_36028	PEG10	142
HGLibA_63546	hsa-mir-6843	71
HGLibA_19482	GNAZ	652
HGLibA_40816	RELB	327
HGLibA_63057	hsa-mir-6726	100
HGLibA_63944	hsa-mir-7702	161
HGLibA_23100	IL23R	357
HGLibA_28404	MAST2	199
HGLibA_11266	CRYBB3	141
HGLibA_31902	NHLRC3	92
HGLibA_17035	FBXO17	355
HGLibA_52455	TYK2	274
HGLibA_14692	EID1	244
HGLibA_57223	hsa-mir-1182	236
HGLibA_42157	RPS6KA1	43
HGLibA_05971	C1RL	432
HGLibA_34890	P2RY6	105
HGLibA_22818	IGFBP2	421
HGLibA_02280	AP1B1	299
HGLibA_48343	TARP	46
HGLibA_29688	MOSPD2	268
HGLibA_14020	DSEL	397
HGLibA_05504	C16orf93	374
HGLibA_00089	AATK	189
HGLibA_49748	TMC1	319
HGLibA_27969	MAGED1	278
HGLibA_33238	OC90	121
HGLibA_39599	PUS10	92
HGLibA_23625	IRS4	157
HGLibA_07985	CCL19	121
HGLibA_06113	C2orf16	270
HGLibA_41885	RPL18	51
HGLibA_54841	ZBTB21	107
HGLibA_52036	TSTD3	253
HGLibA_06964	CADM1	188
HGLibA_31189	NAT8L	14
HGLibA_08106	CCNI2	259
HGLibA_36071	PET112	305
HGLibA_08988	CELA1	177
HGLibA_43577	SERPINE1	174
HGLibA_21306	HIGD1A	335
HGLibA_42391	RTKN2	475
HGLibA_18868	GDF5	221
HGLibA_63941	hsa-mir-770	157
HGLibA_09195	CERK	251
HGLibA_43033	SCP2	386
HGLibA_01688	ALOX5	47
HGLibA_13630	DNAJC5G	163
HGLibA_00620	ACTL6A	325
HGLibA_42840	SCAMP2	97
HGLibA_08799	CDK9	177
HGLibA_50996	TOP2B	417
HGLibA_00325	ABRA	346
HGLibA_09451	CHID1	206
HGLibA_33466	OR10A4	138
HGLibA_19195	GK	149
HGLibA_25011	KISS1R	64
HGLibA_42759	SART3	343
HGLibA_18105	FSTL3	264
HGLibA_31504	NDUFB1	419
HGLibA_48046	SYT1	222
HGLibA_11254	CRYBA2	332
HGLibA_52027	TSTA3	264
HGLibA_35815	PDE6D	664
HGLibA_03670	ATP5J	151
HGLibA_12199	CYP4V2	151
HGLibA_35270	PATE1	396
HGLibA_64908	NonTargetingControlGuideForHuman_0525	284
HGLibA_28686	MDH1B	102
HGLibA_22417	HTRA4	390
HGLibA_07790	CCDC47	81
HGLibA_16135	FAM135B	108
HGLibA_53743	VPS16	154
HGLibA_49351	THEMIS2	263
HGLibA_49233	TGFBR3L	110
HGLibA_56379	ZNF610	328
HGLibA_00064	AARD	194
HGLibA_54109	WDR48	127
HGLibA_23273	INCA1	77
HGLibA_07164	CAPN2	103
HGLibA_20749	H2AFB2	166
HGLibA_00916	ADCY4	25
HGLibA_18368	GABRA5	414
HGLibA_02853	ARHGEF35	210
HGLibA_46732	SPNS1	148
HGLibA_08739	CDK15	166
HGLibA_14795	EIF3K	174
HGLibA_50442	TMEM54	165
HGLibA_33216	OAZ2	344
HGLibA_07331	CASP9	206
HGLibA_15646	ETV1	153
HGLibA_13787	DOLK	401
HGLibA_21264	HHIPL1	314
HGLibA_23900	IZUMO4	134
HGLibA_27721	LYPD4	29
HGLibA_05523	C17orf104	34
HGLibA_08189	CCSER1	68
HGLibA_10260	CNFN	15
HGLibA_34330	OR5M10	497
HGLibA_39353	PTGR1	448
HGLibA_10514	COL15A1	34
HGLibA_00205	ABCF1	225
HGLibA_00223	ABCG5	186
HGLibA_18424	GADD45GIP1	250
HGLibA_36281	PGPEP1L	149
HGLibA_17585	FKBP7	20
HGLibA_00898	ADCK4	167
HGLibA_42667	SAMD12	275
HGLibA_45488	SLFN12L	51
HGLibA_17715	FMO5	59
HGLibA_64727	NonTargetingControlGuideForHuman_0344	253
HGLibA_17577	FKBP4	502
HGLibA_12203	CYP4X1	204
HGLibA_52233	TTYH2	508
HGLibA_44822	SLC27A4	114
HGLibA_13546	DNAJB5	268
HGLibA_29346	MKNK2	133
HGLibA_62185	hsa-mir-5586	133
HGLibA_61576	hsa-mir-513a-2	95
HGLibA_12627	DDO	95
HGLibA_50265	TMEM233	296
HGLibA_63382	hsa-mir-6801	132
HGLibA_63833	hsa-mir-7151	99
HGLibA_43597	SERPINI1	254
HGLibA_46658	SPIC	250
HGLibA_59744	hsa-mir-4259	140
HGLibA_30936	MZF1	187
HGLibA_36422	PHLDA3	167
HGLibA_53461	UTS2	276
HGLibA_42015	RPLP2	156
HGLibA_12449	DCAF5	187
HGLibA_56151	ZNF518B	182
HGLibA_15369	EPS15	207
HGLibA_06398	C5orf49	78
HGLibA_19589	GNS	273
HGLibA_47885	SVIL	241
HGLibA_36416	PHLDA1	288
HGLibA_60138	hsa-mir-4436a	179
HGLibA_54391	WNT8B	324
HGLibA_59152	hsa-mir-3652	109
HGLibA_11862	CXCL17	120
HGLibA_08118	CCNL1	75
HGLibA_14457	EDEM2	116
HGLibA_20408	GSDMB	208
HGLibA_46141	SOCS7	123
HGLibA_13950	DRAP1	280
HGLibA_41481	RNF115	199
HGLibA_19469	GNAS	266
HGLibA_30645	MYBL2	277
HGLibA_15208	ENTPD5	115
HGLibA_43041	SCPEP1	25
HGLibA_11247	CRYAA	274
HGLibA_60771	hsa-mir-4664	177
HGLibA_40059	RAD18	174
HGLibA_03668	ATP5I	268
HGLibA_41099	RGS6	204
HGLibA_56180	ZNF532	50
HGLibA_47578	STRAP	154
HGLibA_27996	MAGI1	448
HGLibA_38334	PRAP1	111
HGLibA_48084	SYT6	258
HGLibA_62219	hsa-mir-564	290
HGLibA_29137	MGAT3	416
HGLibA_45122	SLC39A7	84
HGLibA_06648	C8orf76	216
HGLibA_61034	hsa-mir-4734	88
HGLibA_47323	STAG2	563
HGLibA_35737	PDCD5	400
HGLibA_31785	NFATC4	378
HGLibA_20596	GTF3C6	5
HGLibA_40029	RABL2B	203
HGLibA_10707	COPG2	99
HGLibA_17880	FOXI2	237
HGLibA_16635	FAM53A	17
HGLibA_35047	PAK3	413
HGLibA_06713	C9orf172	336
HGLibA_06575	C7orf65	194
HGLibA_54638	YARS2	133
HGLibA_63429	hsa-mir-6813	93
HGLibA_45041	SLC36A4	301
HGLibA_35056	PAK7	244
HGLibA_26107	LCE1C	343
HGLibA_21779	HNF4A	87
HGLibA_51182	TPRG1L	259
HGLibA_02695	ARGLU1	183
HGLibA_09702	CIDEC	165
HGLibA_45333	SLC6A6	441
HGLibA_56055	ZNF471	74
HGLibA_44189	SIPA1	205
HGLibA_13293	DKK1	157
HGLibA_26349	LGALS12	99
HGLibA_33920	OR3A3	418
HGLibA_20872	HAT1	481
HGLibA_19009	GGT1	214
HGLibA_14203	DUX2	78
HGLibA_37352	PNKP	220
HGLibA_41344	RLBP1	124
HGLibA_53597	VCY1B	516
HGLibA_57257	hsa-mir-1199	102
HGLibA_58289	hsa-mir-22	345
HGLibA_56584	ZNF704	660
HGLibA_10096	CLP1	395
HGLibA_38302	PRAMEF18	558
HGLibA_55747	ZNF285	244
HGLibA_63453	hsa-mir-6819	98
HGLibA_02800	ARHGDIG	198
HGLibA_50804	TNFSF12-TNFSF13	379
HGLibA_60233	hsa-mir-4457	249
HGLibA_40367	RASL11B	248
HGLibA_24848	KIDINS220	196
HGLibA_49621	TLK1	42
HGLibA_35727	PDCD2	294
HGLibA_13196	DHX38	99
HGLibA_03399	ASZ1	17
HGLibA_27502	LRTM2	123
HGLibA_53685	VMA21	227
HGLibA_30562	MUL1	214
HGLibA_50503	TMEM71	248
HGLibA_16551	FAM25A	155
HGLibA_14499	EEF1D	79
HGLibA_02237	ANXA3	453
HGLibA_50505	TMEM71	208
HGLibA_43144	SDHC	269
HGLibA_60219	hsa-mir-4453	209
HGLibA_60506	hsa-mir-4516	86
HGLibA_61549	hsa-mir-5100	107
HGLibA_40589	RBMS2	189
HGLibA_05248	C12orf44	167
HGLibA_06967	CADM2	272
HGLibA_06653	C8orf86	17
HGLibA_48445	TATDN3	349
HGLibA_40419	RBAK	479
HGLibA_34815	OXCT2	201
HGLibA_27414	LRRC7	38
HGLibA_15942	FADS6	298
HGLibA_57331	hsa-mir-1234	247
HGLibA_11014	CPSF7	165
HGLibA_45479	SLCO6A1	263
HGLibA_13057	DGKA	136
HGLibA_10099	CLPB	171
HGLibA_26079	LBP	55
HGLibA_57496	hsa-mir-1268a	24
HGLibA_22884	IGSF21	233
HGLibA_20682	GXYLT1	156
HGLibA_34811	OXA1L	15
HGLibA_02072	ANKRD33B	184
HGLibA_42856	SCAP	19
HGLibA_52026	TSTA3	160
HGLibA_23985	JPH3	337
HGLibA_28909	MESDC1	142
HGLibA_05260	C12orf50	409
HGLibA_63908	hsa-mir-762	100
HGLibA_19844	GPR107	409
HGLibA_60495	hsa-mir-4513	205
HGLibA_36672	PILRB	137
HGLibA_52055	TTC14	198
HGLibA_44503	SLC19A3	272
HGLibA_62795	hsa-mir-639	125
HGLibA_61694	hsa-mir-5194	106
HGLibA_50638	TMPRSS3	217
HGLibA_49543	TIMP4	115
HGLibA_17903	FOXL2	350
HGLibA_44266	SKA3	252
HGLibA_29210	MICALCL	185
HGLibA_62055	hsa-mir-548p	237
HGLibA_00570	ACSM1	167
HGLibA_17604	FLAD1	215
HGLibA_57877	hsa-mir-147b	224
HGLibA_47104	SS18L1	256
HGLibA_47985	SYNE4	161
HGLibA_60203	hsa-mir-4449	196
HGLibA_11005	CPSF4	431
HGLibA_63624	hsa-mir-6861	247
HGLibA_06403	C5orf52	141
HGLibA_43817	SGK1	414
HGLibA_60374	hsa-mir-4489	86
HGLibA_03170	ARTN	329
HGLibA_48605	TBKBP1	252
HGLibA_00261	ABHD16B	21
HGLibA_64039	hsa-mir-7977	74
HGLibA_38414	PRDX3	40
HGLibA_60614	hsa-mir-4538	96
HGLibA_38087	PPP1R32	285
HGLibA_06655	C8orf87	45
HGLibA_12000	CYB5R1	92
HGLibA_13648	DNAL4	134
HGLibA_19916	GPR143	325
HGLibA_00777	ADAM33	24
HGLibA_28829	MEF2B	187
HGLibA_33310	OGFOD2	79
HGLibA_10803	COX10	162
HGLibA_53065	UPF3B	123
HGLibA_46969	SRGAP2	182
HGLibA_41531	RNF145	184
HGLibA_04973	BTN3A3	355
HGLibA_46150	SOD3	155
HGLibA_23630	IRX2	137
HGLibA_64516	NonTargetingControlGuideForHuman_0133	404
HGLibA_30379	MTHFD1L	65
HGLibA_14983	ELP4	81
HGLibA_60070	hsa-mir-4421	124
HGLibA_04265	BCAT2	136
HGLibA_49874	TMEM110	171
HGLibA_25155	KLHL22	50
HGLibA_01303	AHNAK2	170
HGLibA_09917	CLDND1	11
HGLibA_44141	SIGLEC5	99
HGLibA_59277	hsa-mir-3681	46
HGLibA_34430	OR6N1	126
HGLibA_59645	hsa-mir-3960	128
HGLibA_30452	MTO1	7
HGLibA_41241	RICTOR	288
HGLibA_60510	hsa-mir-4517	334
HGLibA_00132	ABCB1	329
HGLibA_28494	MBD6	149
HGLibA_17804	FOSL2	59
HGLibA_05909	C1orf95	315
HGLibA_09606	CHRNG	96
HGLibA_43944	SH3D21	81
HGLibA_12453	DCAF7	287
HGLibA_23330	INO80E	188
HGLibA_11276	CRYGC	115
HGLibA_45090	SLC39A10	97
HGLibA_08561	CDC42BPB	218
HGLibA_44246	SIX2	168
HGLibA_28442	MAU2	250
HGLibA_39877	RAB32	131
HGLibA_47063	SRSF10	13
HGLibA_12456	DCAF8	63
HGLibA_17803	FOSL2	50
HGLibA_24779	KIAA1549	193
HGLibA_29271	MILR1	234
HGLibA_28123	MAP1LC3B	424
HGLibA_27508	LRWD1	189
HGLibA_01572	ALDH3B2	330
HGLibA_29290	MIP	61
HGLibA_62757	hsa-mir-629	273
HGLibA_27106	LPO	89
HGLibA_63315	hsa-mir-6784	103
HGLibA_28793	MED27	47
HGLibA_10132	CLSPN	200
HGLibA_41721	RNMTL1	126
HGLibA_08977	CECR2	97
HGLibA_22019	HPCAL1	38
HGLibA_60373	hsa-mir-4489	225
HGLibA_42586	S100PBP	231
HGLibA_21565	HIST4H4	161
HGLibA_10473	COG2	139
HGLibA_25152	KLHL21	96
HGLibA_24581	KHSRP	20
HGLibA_40919	RFFL	94
HGLibA_23634	IRX3	129
HGLibA_09500	CHMP6	136
HGLibA_30625	MXRA7	145
HGLibA_49576	TJP3	236
HGLibA_45025	SLC35G5	153
HGLibA_30201	MSH6	277
HGLibA_35954	PDX1	205
HGLibA_36503	PIANP	192
HGLibA_34914	PA2G4	216
HGLibA_58437	hsa-mir-302a	39
HGLibA_12085	CYP26A1	289
HGLibA_45352	SLC7A11	65
HGLibA_42664	SAMD11	420
HGLibA_32024	NKTR	167
HGLibA_52180	TTK	198
HGLibA_14904	ELF5	161
HGLibA_28015	MAK	168
HGLibA_17381	FGF17	141
HGLibA_07489	CCAR2	253
HGLibA_43754	SFT2D2	36
HGLibA_07803	CCDC54	25
HGLibA_05111	C10orf99	54
HGLibA_44890	SLC2A8	268
HGLibA_53055	UPF1	134
HGLibA_53535	VASN	208
HGLibA_35874	PDIA2	143
HGLibA_53745	VPS18	267
HGLibA_17333	FFAR4	174
HGLibA_22778	IFT88	299
HGLibA_44075	SHOX2	137
HGLibA_58296	hsa-mir-222	43
HGLibA_36570	PIGN	170
HGLibA_19038	GHITM	79
HGLibA_15634	ETNK2	181
HGLibA_22706	IFNG	176
HGLibA_19850	GPR110	284
HGLibA_22089	HRCT1	218
HGLibA_62058	hsa-mir-548q	63
HGLibA_42101	RPS2	201
HGLibA_10833	COX4I2	84
HGLibA_58951	hsa-mir-320e	125
HGLibA_53497	VAMP4	130
HGLibA_31297	NCF1	173
HGLibA_40363	RASL10B	468
HGLibA_36734	PISD	201
HGLibA_29299	MIR205HG	279
HGLibA_63135	hsa-mir-6745	236
HGLibA_53391	USP50	289
HGLibA_40819	RELL1	92
HGLibA_51853	TSGA13	202
HGLibA_08626	CDCP2	164
HGLibA_58210	hsa-mir-21	596
HGLibA_03238	ASB4	149
HGLibA_54279	WFIKKN1	148
HGLibA_04470	BHLHA9	266
HGLibA_15054	EMILIN3	46
HGLibA_23272	INADL	92
HGLibA_20060	GPR6	487
HGLibA_23531	IQGAP1	205
HGLibA_42417	RTN4RL1	241
HGLibA_47634	STX19	207
HGLibA_62315	hsa-mir-5695	258
HGLibA_62087	hsa-mir-548y	61
HGLibA_02599	AQP5	327
HGLibA_41086	RGS21	106
HGLibA_10768	COQ9	120
HGLibA_49152	TFDP1	188
HGLibA_50283	TMEM239	429
HGLibA_38215	PPP5D1	192
HGLibA_50239	TMEM222	235
HGLibA_53784	VPS37D	240
HGLibA_44031	SHH	276
HGLibA_24618	KIAA0317	333
HGLibA_19764	GPC2	59
HGLibA_58483	hsa-mir-30c-2	167
HGLibA_38492	PRKAA1	125
HGLibA_01398	AK8	282
HGLibA_17449	FGFR4	307
HGLibA_06298	C4orf19	254
HGLibA_08839	CDKN2B	110
HGLibA_26848	LOC100505549	182
HGLibA_05839	C1orf228	76
HGLibA_27610	LTK	31
HGLibA_51090	TP53TG5	141
HGLibA_43164	SDR39U1	673
HGLibA_08049	CCM2L	119
HGLibA_39102	PSMB2	90
HGLibA_02624	ARAP1	149
HGLibA_02567	APPL1	211
HGLibA_15669	ETV7	135
HGLibA_08514	CDC16	238
HGLibA_17933	FOXP2	348
HGLibA_12300	DAK	126
HGLibA_46241	SOX14	53
HGLibA_65112	NonTargetingControlGuideForHuman_0729	265
HGLibA_44967	SLC35B4	343
HGLibA_35975	PDZD3	314
HGLibA_50947	TOM1	91
HGLibA_21113	HELLS	548
HGLibA_31616	NEFH	748
HGLibA_31551	NDUFS3	46
HGLibA_19644	GOLGA8B	214
HGLibA_56185	ZNF536	648
HGLibA_00609	ACTC1	193
HGLibA_39352	PTGR1	60
HGLibA_43750	SFT2D1	232
HGLibA_57311	hsa-mir-1228	105
HGLibA_21852	HNRNPUL2	119
HGLibA_42523	RYR2	212
HGLibA_01597	ALDOC	303
HGLibA_56062	ZNF474	318
HGLibA_64777	NonTargetingControlGuideForHuman_0394	56
HGLibA_64926	NonTargetingControlGuideForHuman_0543	303
HGLibA_21144	HEPH	85
HGLibA_20374	GRPEL2	330
HGLibA_36236	PGGT1B	250
HGLibA_17308	FEV	299
HGLibA_10446	COA3	170
HGLibA_14035	DSN1	201
HGLibA_05211	C11orf91	35
HGLibA_07447	CBX2	499
HGLibA_15342	EPN1	98
HGLibA_11987	CYB561D2	156
HGLibA_50970	TOMM40L	176
HGLibA_21433	HIST1H2BH	542
HGLibA_43145	SDHC	533
HGLibA_02243	ANXA5	434
HGLibA_07326	CASP8	105
HGLibA_32387	NOXRED1	156
HGLibA_27424	LRRC73	585
HGLibA_28381	MARVELD2	160
HGLibA_41890	RPL18A	387
HGLibA_07214	CAPZB	214
HGLibA_02897	ARID3C	922
HGLibA_07023	CALM1	255
HGLibA_45619	SMARCB1	158
HGLibA_05101	C10orf88	220
HGLibA_24748	KIAA1407	368
HGLibA_59088	hsa-mir-3615	181
HGLibA_11019	CPT1A	259
HGLibA_10886	CPA2	216
HGLibA_13527	DNAJB12	19
HGLibA_08348	CD302	298
HGLibA_34462	OR7A5	413
HGLibA_05378	C15orf26	394
HGLibA_30762	MYL4	193
HGLibA_40653	RBPMS	307
HGLibA_51351	TREH	62
HGLibA_31245	NBPF9	131
HGLibA_22590	IFFO2	55
HGLibA_08679	CDH4	37
HGLibA_16796	FAM92A1	111
HGLibA_45366	SLC7A4	212
HGLibA_57987	hsa-mir-1825	251
HGLibA_39485	PTPRA	362
HGLibA_24054	KAT2B	189
HGLibA_61728	hsa-mir-519d	122
HGLibA_37498	POLD3	234
HGLibA_49385	THPO	279
HGLibA_31322	NCKIPSD	252
HGLibA_51876	TSLP	71
HGLibA_60924	hsa-mir-4706	294
HGLibA_56670	ZNF749	208
HGLibA_06444	C6orf132	189
HGLibA_20424	GSG2	84
HGLibA_41950	RPL35A	111
HGLibA_11447	CST11	130
HGLibA_38440	PREPL	187
HGLibA_58801	hsa-mir-3180-1	418
HGLibA_17934	FOXP2	290
HGLibA_28060	MAN1A2	79
HGLibA_07687	CCDC17	293
HGLibA_30479	MTRNR2L3	245
HGLibA_64809	NonTargetingControlGuideForHuman_0426	324
HGLibA_17882	FOXI3	64
HGLibA_22075	HRASLS	59
HGLibA_25153	KLHL21	83
HGLibA_02955	ARL17B	311
HGLibA_44152	SIGLEC9	116
HGLibA_17200	FCGRT	335
HGLibA_54757	YY1	122
HGLibA_36084	PEX11A	138
HGLibA_14502	EEF1E1	493
HGLibA_51953	TSPAN9	486
HGLibA_45280	SLC5A7	204
HGLibA_20190	GPX8	131
HGLibA_39547	PTRF	188
HGLibA_64140	hsa-mir-8074	92
HGLibA_17140	FBXW12	260
HGLibA_60437	hsa-mir-4503	235
HGLibA_38442	PREX1	63
HGLibA_00110	ABCA3	64
HGLibA_36019	PECAM1	321
HGLibA_07120	CAND1	195
HGLibA_26049	LARS2	76
HGLibA_05607	C18orf21	195
HGLibA_28838	MEF2C	97
HGLibA_34201	OR52N5	349
HGLibA_24934	KIF3A	153
HGLibA_16521	FAM222A	238
HGLibA_45996	SNTA1	185
HGLibA_11258	CRYBA4	278
HGLibA_10008	CLEC9A	155
HGLibA_63767	hsa-mir-7-1	307
HGLibA_26668	LMBR1	367
HGLibA_15106	ENAM	184
HGLibA_02912	ARIH1	137
HGLibA_31675	NELFB	43
HGLibA_11469	CST8	75
HGLibA_56036	ZNF460	613
HGLibA_28727	MECP2	221
HGLibA_56984	ZSCAN1	176
HGLibA_47845	SUSD1	219
HGLibA_55115	ZDHHC3	184
HGLibA_54213	WDR90	128
HGLibA_32059	NKX6-2	248
HGLibA_58912	hsa-mir-3201	201
HGLibA_44693	SLC25A28	458
HGLibA_58452	hsa-mir-302e	183
HGLibA_35274	PATE2	243
HGLibA_24912	KIF25	93
HGLibA_11929	CXorf48	123
HGLibA_18268	FZD3	475
HGLibA_10698	COPB2	587
HGLibA_25614	KRTAP10-6	71
HGLibA_50270	TMEM235	316
HGLibA_50485	TMEM65	400
HGLibA_64070	hsa-mir-8058	240
HGLibA_63853	hsa-mir-7156	156
HGLibA_26458	LHX5	64
HGLibA_46567	SPDEF	111
HGLibA_29915	MRPL18	183
HGLibA_40794	REG1A	489
HGLibA_09405	CHD7	280
HGLibA_55194	ZFP28	280
HGLibA_37608	POLR3A	288
HGLibA_39287	PTCRA	111
HGLibA_03618	ATP2B2	193
HGLibA_54143	WDR61	120
HGLibA_42220	RRAD	104
HGLibA_34469	OR7C2	243
HGLibA_13309	DLAT	69
HGLibA_51604	TRIM72	133
HGLibA_15371	EPS15L1	86
HGLibA_15177	ENPP4	110
HGLibA_24834	KIAA1984	138
HGLibA_31250	NCALD	188
HGLibA_03911	AWAT1	179
HGLibA_38706	PROZ	298
HGLibA_58213	hsa-mir-210	98
HGLibA_05871	C1orf53	198
HGLibA_06356	C5AR2	134
HGLibA_54054	WDR26	208
HGLibA_26694	LMNA	47
HGLibA_63685	hsa-mir-6875	110
HGLibA_41343	RLBP1	295
HGLibA_60097	hsa-mir-4428	115
HGLibA_48719	TCEAL6	445
HGLibA_54160	WDR7	177
HGLibA_51715	TRO	63
HGLibA_03285	ASF1B	376
HGLibA_20078	GPR68	136
HGLibA_31467	NDUFA6	353
HGLibA_43115	SDCCAG3	162
HGLibA_08332	CD300A	275
HGLibA_00058	AANAT	521
HGLibA_13185	DHX34	165
HGLibA_10910	CPD	98
HGLibA_59600	hsa-mir-3935	246
HGLibA_08777	CDK5R1	24
HGLibA_23226	ILVBL	77
HGLibA_49832	TMEFF1	155
HGLibA_46199	SORT1	172
HGLibA_37787	POU5F1	64
HGLibA_22469	IAPP	118
HGLibA_30434	MTMR6	292
HGLibA_36835	PKMYT1	43
HGLibA_11701	CTSE	207
HGLibA_30821	MYO1A	245
HGLibA_55294	ZFYVE9	135
HGLibA_50037	TMEM165	195
HGLibA_22674	IFNA2	305
HGLibA_33167	NXPH3	48
HGLibA_07505	CCDC101	90
HGLibA_39564	PTTG1IP	264
HGLibA_15772	EXOSC10	219
HGLibA_03805	ATPBD4	87
HGLibA_58044	hsa-mir-191	393
HGLibA_45500	SLFNL1	318
HGLibA_27580	LTB	176
HGLibA_49320	THBD	111
HGLibA_59707	hsa-mir-425	118
HGLibA_05633	C19orf18	155
HGLibA_46363	SPAG6	199
HGLibA_07220	CARD11	26
HGLibA_24424	KCTD13	171
HGLibA_26745	LNX1	406
HGLibA_12383	DBH	224
HGLibA_58215	hsa-mir-211	718
HGLibA_49092	TEX29	211
HGLibA_14744	EIF2B4	488
HGLibA_10872	COX7C	154
HGLibA_49842	TMEM101	268
HGLibA_37404	PNPLA1	504
